"市区町村コード","NO","都道府県名","市区町村名","名称","名称_カナ","名称_通称","公共施設小分類コード","住所","方書","緯度","経度","電話番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","説明","バリアフリー情報","URL","備考"
"172065","000076","石川県","加賀市","片山津小学校","カタヤマヅショウガッコウ","","16:学校","加賀市片山津町ス丙２１","","36.339659","136.366455","0761-74-1159","","加賀市","","","","","","","","学校施設"
"172065","000077","石川県","加賀市","片山津中学校","カタヤマヅチュウガッコウ","","16:学校","加賀市潮津町レ１－１","","36.351272","136.34955","0761-74-1154","","加賀市","","","","","","","","学校施設"
"172065","000078","石川県","加賀市","作見小学校","サクミショウガッコウ","","16:学校","加賀市作見町ナ１５４","","36.323608","136.353647","0761-74-0164","","加賀市","","","","","","","","学校施設"
"172065","000079","石川県","加賀市","金明小学校","キンメイショウガッコウ","","16:学校","加賀市塩浜町１０４","","36.350133","136.333783","0761-74-1861","","加賀市","","","","","","","","学校施設"
"172065","000080","石川県","加賀市","湖北小学校","コホクショウガッコウ","","16:学校","加賀市柴山町ひ９２－１","","36.357764","136.367736","0761-74-0369","","加賀市","","","","","","","","学校施設"
"172065","000081","石川県","加賀市","動橋小学校","イブリハシショウガッコウ","","16:学校","加賀市動橋町ヘ１－１","","36.329535","136.38926","0761-74-1524","","加賀市","","","","","","","","学校施設"
"172065","000082","石川県","加賀市","東和中学校","トウワチュウガッコウ","","16:学校","加賀市動橋町ネ５４－１","","36.325237","136.381707","0761-74-0279","","加賀市","","","","","","","","学校施設"
"172065","000083","石川県","加賀市","分校小学校","ブンギョウショウガッコウ","","16:学校","加賀市打越町ニ２２","","36.329412","136.400381","0761-74-1550","","加賀市","","","","","","","","学校施設"
"172065","000084","石川県","加賀市","橋立小学校","ハシタテショウガッコウ","","16:学校","加賀市小塩町ろ１","","36.348083","136.313492","0761-75-2111","","加賀市","","","","","","","","学校施設"
"172065","000085","石川県","加賀市","橋立中学校","ハシタテチュウガッコウ","","16:学校","加賀市小塩町ろ１","","36.349155","136.314055","0761-75-2112","","加賀市","","","","","","","","学校施設"
"172065","000086","石川県","加賀市","三木小学校","ミキショウガッコウ","","16:学校","加賀市三木町ニ９８－１","","36.293503","136.285422","0761-72-1773","","加賀市","","","","","","","","学校施設"
"172065","000087","石川県","加賀市","三谷小学校","ミタニショウガッコウ","","16:学校","加賀市直下町ニ丙７３","","36.283471","136.324878","0761-72-1771","","加賀市","","","","","","","","学校施設"
"172065","000088","石川県","加賀市","南郷小学校","ナンゴウショウガッコウ","","16:学校","加賀市吸坂町ヤ２６","","36.304204","136.337502","0761-72-1894","","加賀市","","","","","","","","学校施設"
"172065","000089","石川県","加賀市","緑丘小学校","ミドリガオカショウガッコウ","","16:学校","加賀市大聖寺瀬越町塩屋境山１－１","","36.295108","136.255956","0761-73-8003","","加賀市","","","","","","","","学校施設"
"172065","000090","石川県","加賀市","山中小学校","ヤマナカショウガッコウ","","16:学校","加賀市山中温泉上野町ル１５－９","","36.253671","136.368502","0761-78-0441","","加賀市","","","","","","","","学校施設"
"172065","000091","石川県","加賀市","山中中学校","ヤマナカチュウガッコウ","","16:学校","加賀市山中温泉上原町ト甲１-１","","36.25401","136.364526","0761-78-1134","","加賀市","","","","","","","","学校施設"
"172065","000092","石川県","加賀市","河南小学校","カワミナミショウガッコウ","","16:学校","加賀市山中温泉中田町ニ２５－１","","36.27006","136.356569","0761-78-0836","","加賀市","","","","","","","","学校施設"
"172065","000093","石川県","加賀市","加賀市立中央図書館","カガシリツチュウオウトショカン","中央図書館","05:図書館","石川県加賀市大聖寺地方町1字10番地４","","36.302463","136.310773","0761-73-0888","1234567891012","加賀市","火;水;木;金;土;日","09:00","平日19：00土・日・祝18：00","休館日：月曜日（祝日を除く）、年末年始、特別整理期間","貸出対象：加賀市在住・在学・在勤、小松市在住、あわら市在住(あわら市図書館の貸出カードが必要）貸出冊数・期間：図書10冊2週間、雑誌5冊2週間、視聴覚資料2点1週間蔵書数：22万７千冊付属施設：市政図書室、議会図書室、視聴覚ライブラリー","多目的トイレ有り;車椅子貸出有り","http://www.kagalib.jp/",""
"172065","000094","石川県","加賀市","加賀市立山中図書館","カガシリツヤマナカトショカン","山中図書館","05:図書館","石川県加賀市山中温泉西桂木町ト19番地1","","36.251704","136.374787","0761-78-4441","1234567891012","加賀市","月;火;水;木;土;日","09:00","18:00","休館日：金曜日（祝日を除く）、年末年始、特別整理期間","貸出対象：加賀市在住・在学・在勤、小松市在住、あわら市在住(あわら市図書館の貸出カードが必要）貸出冊数・期間：図書10冊2週間、雑誌5冊2週間、視聴覚資料2点1週間蔵書数：7万5千冊　　　　　　　　　　　　","多目的トイレ有り;車椅子貸出有り、　　","http://www.kagalib.jp/",""
"172065","000095","石川県","加賀市","加賀市セミナーハウスあいりす","カガシセミナーハウスアイリス","セミナーハウスあいりす","12:集会施設","石川県加賀市山田町リ243番地","","36.320826","136.330633","0761-73-5524","9220005004552","一般社団法人Ｐａｒａｄｉｅｓ","月;火;水;木;金;土;日","09:00","21:30","12/29～1/3は終日利用不可。","宿泊可能（有料）午後3時～翌日午前10時まで","多目的トイレ有り;エレベーター有り;車椅子貸出有り","http://seminarhouse-iris.com/",""
"172065","000096","石川県","加賀市","加賀体育館","カガタイイクカン","","15:スポーツ施設","石川県加賀市大聖寺東町2丁目3番地１","","36.303779","136.318341","0761-73-2664","5220005007526","特定非営利財団法人加賀市スポーツ振興事業団","月;火;水;木;金;土;日","09:00","21:30","日曜、祝日は17：00まで12月29日から翌年1月3日まで休業","バレーボールコート2面、バスケットボールコート2面、バドミントンコート8面、体操全種目、卓球場","多目的トイレ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagataiikukann.html",""
"172065","000097","石川県","加賀市","山中健民体育館","ヤマナカケンミンタイイクカン","","15:スポーツ施設","石川県加賀市山中温泉加美谷台2丁目2番地","","136.364868","136.364868","0761-78-5510","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","09:00","21:30","日曜、祝日は17：00まで12月29日から翌年1月3日まで休業","バレーボールコート3面、バスケットボールコート2面、バドミントンコート8面、ランニングコース150m","多目的トイレ有り;車椅子貸出有り;スロープ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/yamanakakenmintaiikukan.html",""
"172065","000098","石川県","加賀市","加賀市片山津野球場","カガシカタヤマヅヤキュウジョウ","","15:スポーツ施設","石川県加賀市潮津町ソ1番地","","36.350396","136.350839","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","05:00","21:30","12月29日から翌年1月3日まで休業","両翼90m、センター110m、夜間照明施設","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/katayamazuyakyuujyou.html",""
"172065","000099","石川県","加賀市","加賀市ソフトボール場","カガシソフトボールジョウ","","15:スポーツ施設","石川県加賀市潮津町ソ1番地","","36.350255","136.349873","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","05:00","19:30","10月1日から3月31日までは18：00まで12月29日から翌年1月3日まで休業","ソフトボール場1面","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashisoftballjyou.html",""
"172065","000100","石川県","加賀市","加賀市スポーツセンター","カガシスポーツセンター","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.327638","136.330216","0761-73-3939","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","09:00","21:30","日曜、祝日は17：00まで12月29日から翌年1月3日まで休業","バレーボールコート3面、バスケットボールコート2面、バドミントンコート10面、テニスコート2面、サブアリーナ（バレーボールコート1面）、多目的ホール、観覧席1,524席","身障者用トイレ有り；車椅子貸出有り；スロープ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashisportcenter.html",""
"172065","000101","石川県","加賀市","加賀市中央公園野球場","カガシチュウオウコウエンヤキュウジョウ","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.326022","136.329776","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","05:00","19:30","10月1日から3月31日までは18：00まで12月29日から翌年1月3日まで休業","両翼98m、センター122m、メインスタンド1,797㎡、内野席（メイン）2,690人、（内野）1,040人、外野席2,800人","身障者用部屋有り；身障者用トイレ有り；車椅子貸出有り；スロープ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashityuuoukouenyakyuujyou.html",""
"172065","000102","石川県","加賀市","加賀市相撲場","カガシスモウジョウ","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.322826","136.331127","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","09:00","21:30","12月29日から翌年1月3日まで休業","土俵1面（冬季、雨天使用可能）、観覧席1,500人","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashisumou.html",""
"172065","000103","石川県","加賀市","加賀市陸上競技場","カガシリクジョウキョウギジョウ","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.326821","136.331633","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","09:00","19:30","10月1日から3月31日までは18：00まで12月29日から翌年1月3日まで休業","トラック：ウレタン系全天候舗装400m×8コース、フィールド:天然芝10,574㎡、観覧席5,360席","身障者用トイレ有り；車椅子貸出有り；スロープ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashirikujyoukyougijyou.html",""
"172065","000104","石川県","加賀市","加賀市中央公園テニスコート","カガシチュウウオウコウエンテニスコート","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.324453","136.330968","0761-73-1220","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","06:00","21:30","10月1日から3月31日までは18：00まで12月29日から翌年1月3日まで休業","砂入り人工芝コート10面、壁打ち練習ボード1面、クラブハウス（トイレ、更衣室、シャワー、ロッカー、会議室）、観覧席1,500人","身障者用トイレ有り；スロープ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/tyuuoukouenntenniscourt.html",""
"172065","000105","石川県","加賀市","大聖寺グラウンド","ダイショウジグラウンド","","15:スポーツ施設","石川県大聖寺八間道30番地１","","36.306939","136.306996","0761-73-2664;(加賀体育館)","5220005007526","特定非営利財団法人加賀市スポーツ振興事業団","月;火;水;木;金;土;日","05:00","21:30","12月29日から翌年1月3日まで休業","少年野球場1面、サッカー場1面、ソフトボール場1面、ゲートボール場6面","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/tamokutekiground.html",""
"172065","000106","石川県","加賀市","山代グラウンド","ヤマシログラウンド","","15:スポーツ施設","石川県加賀市山代温泉山林１６の60番地","","36.292364","136.366038","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","05:00","21:30","12月29日から翌年1月3日まで休業","野球場1面、ソフトボール場1面、サッカー場1面、ゲートボール場1面、夜間照明施設","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/tamokutekiground.html",""
"172065","000107","石川県","加賀市","動橋グラウンド","イブリハシグラウンド","","15:スポーツ施設","石川県加賀市動橋町ナ14番地１","","36.328969","136.381429","0761-73-3939;(ｽﾎﾟ-ﾂｾﾝﾀ-)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","05:00","21:30","12月29日から翌年1月3日まで休業","野球場1面、ソフトボール場1面、サッカー場1面、夜間照明施設","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/tamokutekiground.html",""
"172065","000108","石川県","加賀市","山中球場","ヤマナカキュウジョウ","","15:スポーツ施設","石川県加賀市山中温泉東桂木町ヌ11番地２","","36.255285","136.372768","0761-78-5510;(山中健民体育館)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","05:00","19:00","12月29日から翌年1月3日まで休業","両翼90m、センター110m、管理棟（放送室、トイレ、ミーティングルーム）","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/yamanakakyuujyou.html",""
"172065","000109","石川県","加賀市","加賀市武道館","カガシブドウカン","","15:スポーツ施設","石川県加賀市大聖寺東町2丁目3番地２","","36.303935","136.318961","0761-73-2664","5220005007526","特定非営利財団法人加賀市スポーツ振興事業団","月;火;水;木;金;土;日","09:00","21:30","日曜、祝日は17：00まで12月29日から翌年1月3日まで休業","1階柔道場、2階剣道場、3階弓道場","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashibudoukan.html",""
"172065","000110","石川県","加賀市","山中武道館","ヤマナカブドウカン","","15:スポーツ施設","石川県加賀市山中温泉東桂木町ヌ11番地","","36.254543","136.374367","0761-78-5510;(山中健民体育館)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","09:00","21:30","12月29日から翌年1月3日まで休業","1階柔道場、2階剣道場","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/yamanakabudoukan.html",""
"172065","000111","石川県","加賀市","山中弓道場","ヤマナカキュウドウジョウ","","15:スポーツ施設","石川県加賀市山中温泉塚谷町ト87番地３","","36.253441","136.366873","0761-78-5510;(山中健民体育館)","3220001013810","加賀市総合サービス株式会社","月;火;水;木;金;土;日","09:00","21:30","12月29日から翌年1月3日まで休業","射場（6人立）、審判席、事務室、会議室","スロープ有り","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/yamanakakyuudoujyou.html",""
"172065","000112","石川県","加賀市","加賀市大聖寺テニスコート","カガシダイショウジテニスコート","","15:スポーツ施設","石川県加賀市大聖寺八間道30番地","","36.306646","136.307915","0761-73-2664;(加賀体育館)","5220005007526","特定非営利財団法人加賀市スポーツ振興事業団","月;火;水;木;金;土;日","05:00","21:30","12月29日から翌年1月3日まで休業","砂入り人工芝コート4面、クレーコート1面、クラブハウス（トイレ、更衣室）、夜間照明施設","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/kagashidaisyoujitenniscourt.html",""
"172065","000113","石川県","加賀市","橋立自然公園運動広場","ハシタテシゼンコウエンウンドウヒロバ","","15:スポーツ施設","石川県加賀市橋立町南1番地","","36.348608","136.306476","0761-73-2664;(加賀体育館)","5220005007526","特定非営利財団法人加賀市スポーツ振興事業団","月;火;水;木;金;土;日","09:00","19:30","10月1日から3月31日までは18：00まで12月29日から翌年1月3日まで休業","天然芝グラウンド（サッカー場1面、グラウンドゴルフ場1面）","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/hasitatesizenkouenundouhiroba.html",""
"172065","000114","石川県","加賀市","加賀市屋内水泳プール","カガシオクナイスイエイプール","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.323419","136.330834","0761-73-2259","1220001000240","株式会社エイム","月;火;水;木;金;土;日","10:00","20:00","日曜、祝日は18：00まで12月28日から翌年1月4日まで休業","25mプール（7コース）、プール深さ1.1～1.3m、幼児プール（6m×13m）","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/okunaiokugaipuru.html",""
"172065","000115","石川県","加賀市","加賀市屋外水泳プール","カガシオクガイスイエイプール","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.323419","136.330834","0761-73-2259","1220001000240","株式会社エイム","月;火;水;木;金;土;日","10:00","21:00","9月1日から翌年6月30日まで休業","50mプール（8コース）、プール深さ1.4～1.7m","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/okunaiokugaipuru.html",""
"172065","000116","石川県","加賀市","加賀市飛び込みプール","カガシトビコミプール","","15:スポーツ施設","石川県加賀市山田町245番地2","加賀市中央公園内","36.323043","136.330442","0761-73-2259","1220001000240","株式会社エイム","月;火;水;木;金;土;日","10:00","21:00","9月1日から翌年6月30日まで休業","飛び込み高さ10m、7.5ｍ、5m各1基、3m、1m各2基、プール深さ5m","無し","http://www.city.kaga.ishikawa.jp/kyouikuiinkai/sports/okunaiokugaipuru.html",""
"172065","000117","石川県","加賀市","大聖寺保育園","ダイショウジホイクエン","大聖寺保育園","11:保育園","石川県加賀市大聖寺耳聞山町８６－１１","","36.307936","136.316882","0761-72-0290","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000118","石川県","加賀市","錦城保育園","キンジョウホイクエン","錦城保育園","11:保育園","石川県加賀市大聖寺荻生町６２","","36.310404","136.30612","0761-72-1809","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000119","石川県","加賀市","山代保育園","ヤマシロホイクエン","山代保育園","11:保育園","石川県加賀市山代温泉山背台２－９０","","36.293158","136.359621","0761-76-1118","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000120","石川県","加賀市","庄保育園","ショウホイクエン","庄保育園","11:保育園","石川県加賀市西島町４５－１","","36.311707","136.373395","0761-77-2524","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000121","石川県","加賀市","勅使保育園","チョクシホイクエン","勅使保育園","11:保育園","石川県加賀市勅使町ル２２－１","","36.301895","136.389446","0761-76-2189","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000122","石川県","加賀市","東谷口保育園","ヒガシタニグチホイクエン","東谷口保育園","11:保育園","石川県加賀市水田丸町ヌ５５","","36.284192","136.390556","0761-76-2404","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000123","石川県","加賀市","作見保育園","サクミホイクエン","作見保育園","11:保育園","石川県加賀市作見町ナ５１－１","","36.324434","136.354631","0761-74-1499","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000124","石川県","加賀市","金明保育園","キンメイホイクエン","金明保育園","11:保育園","石川県加賀市塩浜町１０６","","36.350903","136.334468","0761-74-2554","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000125","石川県","加賀市","湖北保育園","コホクホイクエン","湖北保育園","11:保育園","石川県加賀市柴山町ヲ８","","36.35873","136.367792","0761-74-0125","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000126","石川県","加賀市","潮津保育園","ウシオズホイクエン","潮津保育園","11:保育園","石川県加賀市潮津町ロ１３２","","36.349706","136.356044","0761-74-3458","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000127","石川県","加賀市","動橋保育園","イブリハシホイクエン","動橋保育園","11:保育園","石川県加賀市動橋町ヘ６－１","","36.329503","136.39053","0761-74-1567","","加賀市","月;火;水;木;金;土","07:30","19:00","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000128","石川県","加賀市","橋立保育園","ハシタテホイクエン","橋立保育園","11:保育園","石川県加賀市小塩町ろ－１７７－２","","36.348722","136.31489","0761-75-2824","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000129","石川県","加賀市","三木保育園","ミキホイクエン","三木保育園","11:保育園","石川県加賀市三木町ニ－１２９－４","","36.293594","136.284438","0761-72-1760","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000130","石川県","加賀市","加陽保育園","カヨウホイクエン","加陽保育園","11:保育園","石川県加賀市保賀町８","","36.295924","136.349557","0761-76-3361","","加賀市","月;火;水;木;金;土","07:30","19:00","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000131","石川県","加賀市","山中中央保育園","ヤマナカチュウオウホイクエン","山中中央保育園","11:保育園","石川県加賀市山中温泉東桂木町ヌ１１","","36.254818","136.373657","0761-78-1739","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000132","石川県","加賀市","河南保育園","カワミナミホイクエン","河南保育園","11:保育園","石川県加賀市山中温泉長谷田町ロ３４１","","36.268021","136.35782","0761-78-1542","","加賀市","月;火;水;木;金;土","07:30","18:30","土曜日は12：30終了。祝祭日、12/29～1/3はお休み。","","","http://www.city.kaga.ishikawa.jp/folder/05education_1_1.html",""
"172065","000133","石川県","加賀市","山中浄水場","ヤマナカジョウスイジョウ","山中浄水場","08:供給処理施設","石川県加賀市山中温泉栢野町ヘ２５","","36.2256","136.358913","0761-78-0061","","加賀市","","","","","主に山中温泉地区へ水道水を供給しています。","","",""
"172065","000134","石川県","加賀市","加賀市下水道浄化センター","カガシゲスイドウジョウカセンター","加賀市下水道浄化センター","08:供給処理施設","石川県加賀市潮津町イ１０６ ","","36.352828","136.362293","0761-74-6611","","","","","","","","","",""
"172065","000135","石川県","加賀市","加賀市立大聖寺地区会館","カガシリツダイショウジチクカイカン","大聖寺地区会館","12:集会施設","石川県加賀市大聖寺京町1番地","","36.307296","136.310584","0761-72-0463","","大聖寺地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","多目的トイレ有り","",""
"172065","000136","石川県","加賀市","加賀市立山代地区会館","カガシリツヤマシロチクカイカン","山代地区会館","12:集会施設","石川県加賀市山代温泉山背台1丁目60番地","","36.291667","136.359376","0761-76-0018","","山代温泉まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","多目的トイレ有り","",""
"172065","000137","石川県","加賀市","加賀市立別所地区会館","カガシリツベッショチクカイカン","別所地区会館","12:集会施設","石川県加賀市別所町漆器団地10番地3","","36.276255","136.35923","0761-77-2041","","別所地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","多目的トイレ有り","",""
"172065","000138","石川県","加賀市","加賀市立庄地区会館","カガシリツショウチクカイカン","庄地区会館","12:集会施設","石川県加賀市庄町ワ142番地1","","36.312484","136.374747","0761-75-3349","","庄地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000139","石川県","加賀市","加賀市立勅使地区会館","カガシリツチョクシチクカイカン","勅使地区会館","12:集会施設","石川県加賀市勅使町ヌ24番地1","","36.303725","136.389775","0761-77-4890","","勅使地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000140","石川県","加賀市","加賀市立東谷口地区会館","カガシリツヒガシタニグチチクカイカン","東谷口地区会館","12:集会施設","石川県加賀市水田丸町チ12番地","","36.284234","136.391117","0761-76-1172","","東谷口地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000141","石川県","加賀市","加賀市立片山津地区会館","カガシリツカタヤマヅチクカイカン","片山津地区会館","12:集会施設","石川県加賀市片山津温泉7の1番地1","","36.344914","136.365009","0761-74-0350","","片山津地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","多目的トイレ有り","",""
"172065","000142","石川県","加賀市","加賀市立作見地区会館","カガシリツサクミチクカイカン","作見地区会館","12:集会施設","石川県加賀市作見町ヨ36番地1","","36.324125","136.353102","0761-75-3359","","作見地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000143","石川県","加賀市","加賀市立金明地区会館","カガシリツキンメイチクカイカン","金明地区会館","12:集会施設","石川県加賀市塩浜町105番地","","36.350194","136.334492","0761-74-2828","","金明地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000144","石川県","加賀市","加賀市立湖北地区会館","カガシリツコホクチクカイカン","湖北地区会館","12:集会施設","石川県加賀市柴山町も33番地","","36.358095","136.366544","0761-75-4014","","湖北地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000145","石川県","加賀市","加賀市立動橋地区会館","カガシリツイブリハシチクカイカン","動橋地区会館","12:集会施設","石川県加賀市動橋町ホ15番地1","","36.330437","136.389578","0761-74-1529","","動橋地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","多目的トイレ有り","",""
"172065","000146","石川県","加賀市","加賀市立分校地区会館","カガシリツブンギョウチクカイカン","分校地区会館","12:集会施設","石川県加賀市分校町68番地2","","36.328875","136.400756","0761-74-1831","","分校地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000147","石川県","加賀市","加賀市立橋立地区会館","カガシリツハシタテチクカイカン","橋立地区会館","12:集会施設","石川県加賀市橋立町ロ357番地","","36.350887","136.311433","0761-75-2944","","橋立地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000148","石川県","加賀市","加賀市立三木地区会館","カガシリツミキチクカイカン","三木地区会館","12:集会施設","石川県加賀市三木町ニ126番地1","","36.293022","136.284378","0761-72-1772","","三木地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","","",""
"172065","000149","石川県","加賀市","加賀市立三谷地区会館","カガシリツミタニチクカイカン","三谷地区会館","12:集会施設","石川県加賀市曽宇町ホ7番地","","36.285722","136.321169","0761-72-1762","","三谷地区まちづくり推進協議会","月;火;水;木;金;土;日","09:00","22:00","利用状況等により、随時開館時間の変更や休館あり。","地域活動の拠点施設。","多目的トイレ有り","",""
